facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,catchment_population,catchment_category
122540-8,SINGIDA MUNICIPAL,Singida,Singida,Hospital,-4.81533,34.74761,1423,Very Low
122624-0,KISAKI,Singida,Singida,Dispensary,-4.90564,34.76884,7664,High
123750-2,ARAFAH,Singida,Singida,Dispensary,-4.72771,34.71342,5228,Moderate
109274-1,MANGA,Singida,Singida,Dispensary,-4.71901,34.71392,6066,High
107020-0,POLICE,Singida,Singida,Dispensary,-4.8203,34.74567,6653,High
124397-1,YUFAMILI.,Singida,Singida,Dispensary,-4.82874,34.72133,7778,High
120590-5,MABO,Singida,Singida,Dispensary,-4.82946,34.76268,8686,High
105571-4,MTIPA,Singida,Singida,Dispensary,-4.75114,34.77272,8625,High
121267-9,AMRI,Singida,Singida,Clinic,-4.80951,34.7376,3528,Low
124391-4,SINGAPORE,Singida,Singida,Clinic,-4.81612,34.74966,252,Very Low
122618-2,UNYIANGA,Singida,Singida,Dispensary,-4.87954,34.71054,8089,High
106044-1,MZALENDO,Singida,Singida,Dispensary,-4.81736,34.7491,490,Very Low
108110-8,UNYAMIKUMBI,Singida,Singida,Dispensary,-4.8996,34.80026,7152,High
103941-1,MAGEREZA,Singida,Singida,Dispensary,-4.81085,34.73795,2311,Low
105322-2,MOYO WA YESU NA MARIA,Singida,Singida,Dispensary,-4.80151,34.77569,10487,Very High
107485-5,SINGIDA,Singida,Singida,Hospital,-4.81553,34.74784,312,Very Low
112255-5,PRIDE,Singida,Singida,Clinic,-4.81612,34.75035,455,Very Low
123208-1,MED ONE,Singida,Singida,Dispensary,-4.80116,34.72341,9169,Very High
111224-2,FARAJA CENTER,Singida,Singida,Clinic,-4.81628,34.75009,84,Very Low
108038-1,UHASIBU,Singida,Singida,Dispensary,-4.79651,34.71965,12436,Very High
105526-8,Mtamaa,Singida,Singida,Dispensary,-4.9401910000000004,34.660481,7397,High
105690-2,MUNGUMAJI,Singida,Singida,Dispensary,-4.84428,34.784,10695,Very High
120554-1,MICO MANDEWA,Singida,Singida,Clinic,-4.79646,34.71587,10838,Very High
113114-3,MKOMBOZI,Singida,Singida,Health Laboratory,-4.81744,34.74596,1407,Very Low
122617-4,ITITI,Singida,Singida,Dispensary,-4.77675,34.65782,8971,High
109785-6,EAGT UTEMINI,Singida,Singida,Dispensary,-4.81513,34.73931,5553,Moderate
113122-6,WINDE,Singida,Singida,Health Laboratory,-4.82453,34.76455,17894,Very High
107516-7,SOKOINE,Singida,Singida,Health Center,-4.83115,34.75434,3725,Low
113109-3,UGHAUGHA,Singida,Singida,Dispensary,-4.90496,34.83833,6933,High
108109-0,UNYAMBWA,Singida,Singida,Dispensary,-4.80724,34.81425,5887,High
113131-7,UPENDO,Singida,Singida,Health Laboratory,-4.83484,34.75476,12777,Very High
123034-1,ISOMIA,Singida,Singida,Dispensary,-4.87239,34.59882,4451,Moderate
113121-8,MISSANGA,Singida,Singida,Health Laboratory,-4.82755,34.75079,9031,High
113182-0,C. K. OPTICAL,Singida,Singida,Clinic,-4.81846,34.75446,6659,High
122616-6,MANDEWA,Singida,Singida,Health Center,-4.82148,34.71181,7720,High
108034-0,UHAMAKA,Singida,Singida,Dispensary,-4.736931,34.669771,7161,High
122623-2,KISASIDA,Singida,Singida,Dispensary,-4.82584,34.84094,6822,High
113844-5,MTISI,Singida,Singida,Health Center,-4.92902,34.61744,4786,Moderate
113115-0,MANDELA,Singida,Singida,Health Laboratory,-4.81936,34.74944,2229,Low
105942-7,MWANKOKO,Singida,Singida,Dispensary,-4.86248,34.63771,10302,Very High
102582-4,MWAKI,Singida,Singida,Dispensary,-4.81553,34.75316,10767,Very High
114635-6,LITISHA A,Ruvuma,Songea,Dispensary,-10.6504,35.3846,3888,Moderate
105340-4,MPANDANGINDO,Ruvuma,Songea,Dispensary,-10.54261,35.6134,5831,Moderate
113971-6,SONGEA DC,Ruvuma,Songea,Hospital,-10.8233,35.5403,5589,Moderate
111872-8,PERAMIHO B,Ruvuma,Songea,Dispensary,-10.623288,35.456831,10827,Very High
103500-5,LIGANGA,Ruvuma,Songea,Dispensary,-10.678501,35.3376,1755,Very Low
106112-6,NAMATUHI,Ruvuma,Songea,Dispensary,-10.87231,35.44932,5178,Moderate
105738-9,MUUNGANOZOMBA,Ruvuma,Songea,Dispensary,-10.4923,35.2643,978,Very Low
115107-5,UYAHUDINI,Ruvuma,Songea,Dispensary,-10.7088,35.511,3000,Low
104005-4,MAGWAMILA,Ruvuma,Songea,Dispensary,-11.4747,35.6312,902,Very Low
103628-4,LUGAGARA,Ruvuma,Songea,Dispensary,-10.521173,35.268234,4289,Moderate
106978-0,PARANGU,Ruvuma,Songea,Dispensary,-10.608333,35.496944,3428,Low
114634-9,MATIMIRA,Ruvuma,Songea,Health Center,-10.7265,35.8401,1068,Very Low
102799-4,KIKUNJA,Ruvuma,Songea,Dispensary,-10.829249,35.732957999999996,3230,Low
104467-6,MATIMIRA,Ruvuma,Songea,Dispensary,-10.72,35.8,4197,Moderate
104618-4,MBINGA MHALULE,Ruvuma,Songea,Dispensary,-10.7325,35.389,5157,Moderate
104476-7,MATOMONDO,Ruvuma,Songea,Dispensary,-10.705146,35.389658,2008,Very Low
105176-2,JKT MLALE,Ruvuma,Songea,Dispensary,-10.79784,35.27141,4382,Moderate
105657-1,MUHUKURU,Ruvuma,Songea,Health Center,-11.2218,35.47647,7669,High
114637-2,MPANGULA,Ruvuma,Songea,Dispensary,-10.79663,35.85557,654,Very Low
105297-6,MOROGORO,Ruvuma,Songea,Dispensary,-10.62595,35.42591,4520,Moderate
