facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,catchment_population,catchment_category
108339-3,WAZAZI MAGUGU,Manyara,Babati,Dispensary,-3.99993,35.77722,10522,Very High
121583-9,EBENEZA HEALTH  DIAGNOSTIC LABARATORY,Manyara,Babati,Health Laboratory,-4.218084,35.552016,7696,High
103126-9,KISANGAJI,Manyara,Babati,Dispensary,-3.91603,35.73258,7543,High
107044-0,QAMEYU,Manyara,Babati,Dispensary,-4.18902,35.48317,7259,High
108262-7,VILIMAVITATU,Manyara,Babati,Dispensary,-3.77939,35.86214,4279,Moderate
100952-1,DAREDA KATI,Manyara,Babati,Health Center,-4.32022,35.55334,6051,High
101170-9,GAJAL,Manyara,Babati,Dispensary,-4.248429,35.553344,5006,Moderate
101189-9,GEDAMAR,Manyara,Babati,Dispensary,-4.27828,35.89154,6995,High
105801-5,MWADA,Manyara,Babati,Dispensary,-3.904661,35.812877,4715,Moderate
101174-1,GALLAPO,Manyara,Babati,Health Center,-4.27448,35.85022,18769,Very High
107341-0,SECHEDA,Manyara,Babati,Dispensary,-4.27833,35.26288,15318,Very High
107218-0,SABILO,Manyara,Babati,Dispensary,-4.344606,35.479432,13584,Very High
100387-0,BOAY,Manyara,Babati,Dispensary,-4.394491,35.760601,5375,Moderate
107047-3,QASH,Manyara,Babati,Dispensary,-4.32285,35.86963,6450,High
104211-8,MAMIRE,Manyara,Babati,Health Center,-4.1558,35.84129,4950,Moderate
121404-8,LAURA,Manyara,Babati,Dispensary,-3.45888,36.56722,3299,Low
120433-8,ENDAKIKOTI,Manyara,Babati,Dispensary,-4.23987,35.50552,7871,High
112259-7,GESBERT,Manyara,Babati,Dispensary,-4.29778,35.58731,2938,Low
103046-9,KIRU,Manyara,Babati,Dispensary,-4.1205,35.68063,11371,Very High
107772-6,TARANGIRE,Manyara,Babati,Dispensary,-3.75304,35.97075,3819,Low
113895-7,STAR MISSION,Manyara,Babati,Dispensary,-3.695161,35.935055,3886,Moderate
100942-2,DABIL,Manyara,Babati,Dispensary,-4.33427,35.43401,9565,Very High
100336-7,BASHNET,Manyara,Babati,Hospital,-4.21978,35.42097,7434,High
121579-7,GOOD HOPE DIAGNOSTIC LABORATORY,Manyara,Babati,Health Laboratory,-4.20782,35.74614,1142,Very Low
107021-8,POLISI,Manyara,Babati,Dispensary,-4.21352,35.74809,1531,Very Low
112032-8,NAKWA,Manyara,Babati,Dispensary,-4.24685,35.70648,3791,Low
120562-4,SIGINO,Manyara,Babati,Dispensary,-4.12456,35.45121,260,Very Low
111591-4,MWANANCHI,Manyara,Babati,Health Center,-4.20893,35.74535,922,Very Low
104168-0,MALANGI,Manyara,Babati,Dispensary,-4.13067,35.7319,3366,Low
103920-5,MAGEREZA,Manyara,Babati,Dispensary,-4.20682,35.76219,7819,High
113673-8,MERON,Manyara,Babati,Health Laboratory,-4.24662,35.70757,3451,Low
122219-9,ALPHA,Manyara,Babati,Health Laboratory,-3.66011,35.84213,186,Very Low
107067-1,BABATI ROMAN CATHOLIC,Manyara,Babati,Dispensary,-4.21125,35.74022,5819,Moderate
101303-6,HALLA,Manyara,Babati,Dispensary,-4.26719,35.82146,5775,Moderate
112038-5,DICK,Manyara,Babati,Health Laboratory,-4.20703,35.74297,8441,High
108515-8,SABILO,Manyara,Babati,Dispensary,-4.21375,35.73888,8017,High
114047-4,Mutuka,Manyara,Babati,Health Center,-4.1612,35.82576,4855,Moderate
112037-7,AMEN,Manyara,Babati,Health Laboratory,-4.2082,35.74563,172,Very Low
121596-1,SIGINO,Manyara,Babati,Health Center,-4.12801,35.45121,801,Very Low
123900-3,BETHZATHA,Manyara,Babati,Health Laboratory,-4.14201,35.24151,7715,High
100211-2,BABATI TOWN,Manyara,Babati,Hospital,-4.2093,35.75929,2275,Low
112910-5,MASWA EYE CARE,Manyara,Babati,Clinic,-4.20811,35.75108,1727,Very Low
104279-5,MANYARA,Manyara,Babati,Hospital,-4.21657,35.71661,16524,Very High
112033-6,BABATI,Manyara,Babati,Health Laboratory,-4.21287,35.75005,1265,Very Low
111813-2,MARGAKAN,Manyara,Babati,Dispensary,-4.20283,35.74792,10684,Very High
111178-0,SINGE,Manyara,Babati,Dispensary,-4.24822,35.74853,14073,Very High
122002-9,SIAY HEALHTH DIAGNOSIS,Manyara,Babati,Health Laboratory,-4.01671,35.76667,5814,Moderate
102987-5,KIONGOZI,Manyara,Babati,Dispensary,-4.109341,35.758787,5391,Moderate
111179-8,HIMITI,Manyara,Babati,Dispensary,-4.313072,35.741462,8885,High
123516-7,KIGONGONI,Manyara,Babati,Dispensary,-4.10314,35.32123,7074,High
108330-2,WAZAZI,Manyara,Babati,Dispensary,-4.217541,35.749311,6771,High
123197-6,NAM,Manyara,Babati,Clinic,-4.12001,35.45191,1352,Very Low
112035-1,MSENGA,Manyara,Babati,Health Laboratory,-4.21509,35.7494,661,Very Low
112393-4,IBUNGU,Manyara,Babati,Dispensary,-4.20703,35.74297,8441,High
115013-5,EAGLE,Manyara,Babati,Clinic,-4.20842,35.74575,193,Very Low
121059-0,MANYARA STAR,Manyara,Babati,Clinic,-4.21134,35.76334,6222,High
121597-9,CHEMCHEM,Manyara,Babati,Dispensary,-4.12311,35.46712,812,Very Low
121595-3,MAISAKA,Manyara,Babati,Health Center,-4.12001,35.45191,1352,Very Low
100411-8,BONGA,Manyara,Babati,Health Center,-4.349211,35.738041,8116,High
100109-8,AMANI,Manyara,Babati,Maternity and Nursing Home,-4.20857,35.75193,1487,Very Low
114641-4,GLORY,Pwani,Bagamoyo,Maternity and Nursing Home,-6.590034,39.089291,9345,Very High
100903-4,CHACHA WAMBURA,Pwani,Bagamoyo,Health Center,-6.44513,38.89997,5687,Moderate
108417-7,Zinga,Pwani,Bagamoyo,Dispensary,-6.53212,38.98666,2957,Low
103303-4,KONGO,Pwani,Bagamoyo,Dispensary,-6.545846,38.843808,3818,Low
112513-7,LUKHA,Pwani,Bagamoyo,Dispensary,-6.61423,39.07312,5399,Moderate
111330-7,MATIMBWA,Pwani,Bagamoyo,Health Center,-6.53809,38.86727,5160,Moderate
104587-1,MBEGANI,Pwani,Bagamoyo,Dispensary,-6.473284,38.968897,1129,Very Low
114803-0,FACGBF,Pwani,Bagamoyo,Dispensary,-6.50775,38.93623,7075,High
114039-1,CARAVAN HEALTH CARE,Pwani,Bagamoyo,Dispensary,-6.44404,38.90676,1320,Very Low
102545-1,KEREGE,Pwani,Bagamoyo,Health Center,-6.586901,39.045262,3017,Low
112512-9,ZINGA,Pwani,Bagamoyo,Clinic,-6.53562,38.97459,3423,Low
115015-0,MWENDA,Pwani,Bagamoyo,Clinic,-6.45085,38.90743,8695,High
104146-6,MAKURUNGE,Pwani,Bagamoyo,Dispensary,-6.4725,38.7827,4910,Moderate
124281-7,CHARLES  W. SLOAN (CWS),Pwani,Bagamoyo,Health Center,-6.45198,38.88571,4530,Moderate
123657-9,ALSA MEDICARE,Pwani,Bagamoyo,Health Center,-6.58373,39.03821,13291,Very High
122688-5,ZAI HEALTH LABORATORY,Pwani,Bagamoyo,Health Laboratory,-6.54049,38.99123,7425,High
124427-6,FAD,Pwani,Bagamoyo,Health Laboratory,-6.45152,38.90216,3878,Moderate
122188-6,JEN-K,Pwani,Bagamoyo,Health Laboratory,-6.528725,38.98634,2437,Low
114303-1,HAKIKA,Pwani,Bagamoyo,Health Laboratory,-6.587724,39.053875,6963,High
124092-8,JAMII II,Pwani,Bagamoyo,Health Laboratory,-6.62711,39.04689,4274,Moderate
114261-1,TANZANITE,Pwani,Bagamoyo,Health Laboratory,-6.451071,38.894608,5550,Moderate
113283-6,IBRA,Pwani,Bagamoyo,Health Laboratory,-6.44604,38.90358,1906,Very Low
105209-1,MLINGOTINI,Pwani,Bagamoyo,Dispensary,-6.479646,38.997622,1971,Very Low
124414-4,MAMBOSASA,Pwani,Bagamoyo,Health Laboratory,-6.44881,38.81891,3120,Low
114405-4,MWAVI,Pwani,Bagamoyo,Dispensary,-6.388637,38.616955,7473,High
111333-1,PANDE,Pwani,Bagamoyo,Dispensary,-6.4904,38.9774,1149,Very Low
103041-0,KIROMO,Pwani,Bagamoyo,Dispensary,-6.511686,38.939199,5445,Moderate
108388-0,YOMBO,Pwani,Bagamoyo,Dispensary,-6.581429,38.850326,5048,Moderate
112110-2,NAZARETH,Pwani,Bagamoyo,Dispensary,-6.58705,39.04781,3645,Low
107580-3,ST. ELIZABETH,Pwani,Bagamoyo,Health Center,-6.434835,38.898268,6881,High
123624-9,ALLIANCE,Pwani,Bagamoyo,Health Center,-6.76758,35.06836,2057,Very Low
102724-2,KIGONGONI,Pwani,Bagamoyo,Dispensary,-6.46261,38.8661,4703,Moderate
100717-8,CHAMBEZI,Pwani,Bagamoyo,Dispensary,-6.555439,38.91686,1819,Very Low
122707-3,REMLE,Pwani,Bagamoyo,Dispensary,-6.44432,38.88811,8157,High
122749-5,ASANTEAFYA,Pwani,Bagamoyo,Health Laboratory,-6.48067,39.00125,4776,Moderate
111328-1,KIDOMOLE,Pwani,Bagamoyo,Dispensary,-6.448501,38.743105,4920,Moderate
102352-2,KAOLE,Pwani,Bagamoyo,Dispensary,-6.461357,38.938416,3584,Low
115012-7,TUNGUTUNGU,Pwani,Bagamoyo,Dispensary,-6.57718,39.08501,9694,Very High
122596-0,AMAROUNA,Pwani,Bagamoyo,Clinic,-6.44439,38.90461,2367,Low
104450-2,MATAYA,Pwani,Bagamoyo,Dispensary,-6.524534,38.895955,4074,Moderate
110939-6,FACGBF,Pwani,Bagamoyo,Maternity Home,-6.44685,38.90069,2151,Low
123570-4,MAVURA TRUSTCARE HEALTH LABORATORY,Pwani,Bagamoyo,Health Laboratory,-6.52492,38.98359,6067,High
123650-4,KIEMBENI,Pwani,Bagamoyo,Health Laboratory,-6.57522,39.10543,8144,High
104301-7,MAPINGA,Pwani,Bagamoyo,Dispensary,-6.589316,39.060756,8448,High
124280-9,SOBAREVO,Pwani,Bagamoyo,Clinic,-6.62434,39.06922,5194,Moderate
100221-1,Bagamoyo,Pwani,Bagamoyo,Hospital,-6.437181,38.907161,3150,Low
122986-3,KINAMA,Pwani,Bagamoyo,Health Laboratory,-6.45501,38.88312,7552,High
105065-7,MKENGE,Pwani,Bagamoyo,Dispensary,-6.46415,38.5798,1727,Very Low
122598-6,BAOBAB,Pwani,Bagamoyo,Hospital,-6.60669,39.06831,7416,High
101157-6,FUKAYOSI,Pwani,Bagamoyo,Dispensary,-6.41253,38.67403,8785,High
113280-2,IMMA,Pwani,Bagamoyo,Health Laboratory,-6.44336,38.90743,2644,Low
114299-1,FACGBF,Pwani,Bagamoyo,Health Laboratory,-6.5077567,38.936295,1017,Very Low
113718-1,BUMA,Pwani,Bagamoyo,Dispensary,-6.55814,38.90516,2276,Low
101109-7,EPIPHANY,Pwani,Bagamoyo,Dispensary,-6.45382,38.89801,8664,High
113282-8,WE CARE,Pwani,Bagamoyo,Health Laboratory,-6.59041,39.05929,6354,High
100790-5,Chiguluka,Dodoma,Bahi,Dispensary,-6.327717,35.431264,10688,Very High
122873-3,CHALI IGONGO,Dodoma,Bahi,Dispensary,-6.89036,35.12882,8630,High
100775-6,Chibelela,Dodoma,Bahi,Dispensary,-6.403992,35.707712,11184,Very High
120408-0,MKAKATIKA,Dodoma,Bahi,Dispensary,-5.93684,35.32307,1600,Very Low
104941-0,Mindola,Dodoma,Bahi,Dispensary,-5.886872,35.53162,4779,Moderate
100803-6,CHIKOPELO,Dodoma,Bahi,Dispensary,-6.309281,35.306476,6759,High
104076-5,Makanda,Dodoma,Bahi,Dispensary,-5.73547,35.373164,5835,Moderate
108407-8,Zanka,Dodoma,Bahi,Dispensary,-5.844277,35.762478,1615,Very Low
103305-9,Kongogo,Dodoma,Bahi,Dispensary,-5.651559,35.608366,6720,High
121410-5,UHELELA,Dodoma,Bahi,Dispensary,-5.90676,35.27831,5216,Moderate
102733-3,Kigwe,Dodoma,Bahi,Health Center,-6.095235,35.492293,14747,Very High
120355-3,MAYAMAYA,Dodoma,Bahi,Dispensary,-5.80178,35.79985,10804,Very High
101437-2,Ibihwa,Dodoma,Bahi,Dispensary,-6.005476,35.432887,11540,Very High
121914-6,Mwangaza,Dodoma,Bahi,Health Laboratory,-5.92001,35.36999,3578,Low
100703-8,Chali Isangha,Dodoma,Bahi,Dispensary,-6.250782,35.234579,6847,High
103456-0,Lamaiti,Dodoma,Bahi,Dispensary,-5.796436,35.490119,9609,Very High
106517-6,Nkhome,Dodoma,Bahi,Dispensary,-6.339067,35.562813,10973,Very High
120354-6,CHONDE,Dodoma,Bahi,Dispensary,-5.75511,35.44471,3894,Moderate
100787-1,Chifutuka,Dodoma,Bahi,Health Center,-6.602577,35.334406,4778,Moderate
100228-6,Bahi Makulu,Dodoma,Bahi,Dispensary,-6.049775,35.350335,7417,High
100227-8,Bahi,Dodoma,Bahi,Health Center,-5.96258,35.312075,15025,Very High
122895-6,NYAHINGA,Dodoma,Bahi,Dispensary,-6.60155,35.33391,5452,Moderate
100215-3,Babayu,Dodoma,Bahi,Dispensary,-5.638693,35.703269,4522,Moderate
105331-3,Mpamantwa,Dodoma,Bahi,Dispensary,-5.970328,35.385133,6136,High
105376-8,Mpinga,Dodoma,Bahi,Dispensary,-6.160236,35.349807,1535,Very Low
105346-1,Mphangwe,Dodoma,Bahi,Dispensary,-6.629597,35.693211,3104,Low
108412-8,Zejele,Dodoma,Bahi,Dispensary,-6.39697,35.393963,10034,Very High
122899-8,EXCELLENT CARE,Dodoma,Bahi,Dispensary,-6.37625,35.66677,8278,High
100818-4,Chimendeli,Dodoma,Bahi,Dispensary,-6.11575,35.3945,6032,High
120356-1,CHIDILO,Dodoma,Bahi,Dispensary,-5.32696,35.54974,9825,Very High
106565-5,Nondwa,Dodoma,Bahi,Dispensary,-6.427501,35.333425,5023,Moderate
105328-9,Mpalanga,Dodoma,Bahi,Dispensary,-6.327047,35.497579,11068,Very High
100834-1,Chipanga,Dodoma,Bahi,Health Center,-6.252359,35.358247,7023,High
105100-2,Mkondai,Dodoma,Bahi,Dispensary,-5.844327,35.762479,2621,Low
101885-2,Isangha,Dodoma,Bahi,Dispensary,-6.37873,35.6661,5234,Moderate
101453-9,Ibugule,Dodoma,Bahi,Dispensary,-6.419891,35.557223,6479,High
100229-4,BAHI RC,Dodoma,Bahi,Dispensary,-5.94521,35.312127,7443,High
123106-7,CHILUNGULU,Dodoma,Bahi,Dispensary,-5.95107,35.66719,4618,Moderate
100315-1,Bankolo,Dodoma,Bahi,Dispensary,-5.838545,35.451914,4890,Moderate
100799-6,Chikola,Dodoma,Bahi,Dispensary,-6.178904,35.418429,2688,Low
105684-5,Mundemu,Dodoma,Bahi,Health Center,-5.925784,35.68504,9068,Very High
123908-6,NAGULO BAHI,Dodoma,Bahi,Dispensary,-6.59721,35.62101,3661,Low
106016-9,Mwitikira,Dodoma,Bahi,Health Center,-6.526358,35.664168,6375,High
103891-8,Magaga,Dodoma,Bahi,Dispensary,-6.498825,35.371446,3385,Low
105574-8,Mtitaa,Dodoma,Bahi,Health Center,-6.4376,35.5949,11612,Very High
106381-7,Nghulugano,Dodoma,Bahi,Dispensary,-6.124589,35.433161,2827,Low
122633-1,GBM MEDICAL DIAGNOSTIC,Dodoma,Bahi,Health Laboratory,-6.37625,35.66677,8278,High
100704-6,Chali Makulu,Dodoma,Bahi,Dispensary,-6.160224,35.249321,0,Very Low
111125-1,Kisima cha Ndege,Dodoma,Bahi,Dispensary,-5.863401,35.696756,9948,Very High
103680-5,Lukali,Dodoma,Bahi,Dispensary,-5.724434,35.50562,5578,Moderate
101741-7,Ilindi,Dodoma,Bahi,Dispensary,-5.948311,35.542796,8145,High
100194-0,Asanje,Dodoma,Bahi,Dispensary,-5.734873,35.72171,3091,Low
106055-7,Mzogole,Dodoma,Bahi,Dispensary,-6.204733,35.532827,9775,Very High
105253-9,Mnkola,Dodoma,Bahi,Dispensary,-5.90769,35.4416,5088,Moderate
113978-1,Bahi,Dodoma,Bahi,Hospital,-5.9368,35.3221,498,Very Low
105477-4,Msisi,Dodoma,Bahi,Dispensary,-5.839891,35.625224,12441,Very High
101045-3,DUTWA,Simiyu,Bariadi,Dispensary,-2.49803,33.97798,10892,Very High
121402-2,CHUNGU CHA BAWAWA,Simiyu,Bariadi,Dispensary,-2.46671,34.13875,5718,Moderate
101298-8,HALAWA,Simiyu,Bariadi,Dispensary,-2.47756,34.23553,15719,Very High
109672-6,MATONGO GEREZANI,Simiyu,Bariadi,Dispensary,-2.397773,34.17544,2532,Low
104397-5,MASEWA,Simiyu,Bariadi,Dispensary,-2.34717,34.00426,8746,High
104480-9,MATONGO,Simiyu,Bariadi,Health Center,-2.35022,34.06758,11009,Very High
107242-0,SAKWE,Simiyu,Bariadi,Dispensary,-2.76766,33.85957,14340,Very High
101185-7,GASUMA,Simiyu,Bariadi,Dispensary,-2.52437,34.11574,9834,Very High
101538-7,IGEGU,Simiyu,Bariadi,Dispensary,-2.42796,33.961327,11997,Very High
112813-1,PUGU,Simiyu,Bariadi,Dispensary,-2.82271,33.84395,8686,High
103702-7,LULAYU,Simiyu,Bariadi,Dispensary,-2.60832,33.90207,7730,High
106727-1,NYAMIKOMA,Simiyu,Bariadi,Dispensary,-2.31327,33.96641,7648,High
105974-0,MWASINASI,Simiyu,Bariadi,Dispensary,-2.662,34.27333,28174,Very High
100306-0,BANEMHI,Simiyu,Bariadi,Dispensary,-2.62339,34.0455,11250,Very High
122924-4,MKOMBOZI JOSEPH,Simiyu,Bariadi,Dispensary,-2.64772,34.16134,11706,Very High
106530-9,NKOLOLO,Simiyu,Bariadi,Dispensary,-2.641446,34.160438,3571,Low
102443-9,KASOLI,Simiyu,Bariadi,Dispensary,-2.57833,33.67857,12485,Very High
105976-5,MWASUBUYA,Simiyu,Bariadi,Dispensary,-2.60984,33.76779,10961,Very High
109219-6,WAZAZI DUTWA,Simiyu,Bariadi,Dispensary,-2.51146,33.96864,2042,Very Low
105891-6,MWAMLAPA,Simiyu,Bariadi,Dispensary,-2.63624,34.66702,2317,Low
104992-3,MISWAKI,Simiyu,Bariadi,Dispensary,-2.57921,33.80434,4791,Moderate
115080-4,MWAMONDI,Simiyu,Bariadi,Dispensary,-2.55056,33.93831,6721,High
101628-6,IHUSI,Simiyu,Bariadi,Dispensary,-2.5861,34.25456,19557,Very High
109221-2,KILABELA,Simiyu,Bariadi,Dispensary,-2.54252,34.05027,12182,Very High
112814-9,ITUBUKILO,Simiyu,Bariadi,Dispensary,-2.80982,33.81453,8605,High
107541-5,SONGAMBELE,Simiyu,Bariadi,Hospital,-2.64311,34.16288,7363,High
108781-6,IKUNGULYAMBESHI,Simiyu,Bariadi,Dispensary,-2.57982,33.72621,10308,Very High
107300-6,SAPIWI,Simiyu,Bariadi,Dispensary,-2.37285,33.96306,6456,High
106834-5,NYAWA,Simiyu,Bariadi,Dispensary,-2.45944,34.13062,7203,High
106746-1,NYAMSWA,Simiyu,Bariadi,Dispensary,-2.6445,33.80844,8785,High
101688-0,IKUNGULYABASHASHI,Simiyu,Bariadi,Dispensary,-2.60944,33.94662,9714,Very High
114460-9,NGULYATI,Simiyu,Bariadi,Health Laboratory,-2.69458,33.839565,14766,Very High
120756-2,SALALILYA,Simiyu,Bariadi,Dispensary,-2.39285,34.12631,8804,High
113642-3,BARIADI,Simiyu,Bariadi,Hospital,-2.52512,33.96545,4052,Moderate
108832-7,IKUNGULYANDILI,Simiyu,Bariadi,Dispensary,-2.58495,34.11266,9123,Very High
101179-0,GAMBOSI,Simiyu,Bariadi,Dispensary,-2.60745,33.84842,8345,High
101046-1,AICT IGAGANULWA,Simiyu,Bariadi,Dispensary,-2.517561,33.971206,4055,Moderate
112845-3,DORCAS,Simiyu,Bariadi,Maternity and Nursing Home,-2.51146,33.968636,5418,Moderate
123684-3,BOGOHE MEDICAL HEALTH,Simiyu,Bariadi,Health Laboratory,-2.64287,34.15771,10561,Very High
101211-1,GIBESHI,Simiyu,Bariadi,Dispensary,-2.43991,34.1967,7352,High
111257-2,NG'ALITA,Simiyu,Bariadi,Dispensary,-2.40845,34.01389,11180,Very High
100667-5,BYUNA,Simiyu,Bariadi,Health Center,-2.57252,34.15545,15747,Very High
101878-7,ISANGA,Simiyu,Bariadi,Dispensary,-2.83461,33.94178,15855,Very High
113108-5,MALAIKA,Simiyu,Bariadi,Health Laboratory,-2.802,33.98909,2012,Very Low
101020-6,DR. MWIJAGE,Simiyu,Bariadi,Clinic,-2.79974,33.99396,7174,High
114884-0,MBITI,Simiyu,Bariadi,Dispensary,-2.74199,33.89573,12303,Very High
100984-4,DITIMA,Simiyu,Bariadi,Dispensary,-2.65201,33.87073,10475,Very High
104042-7,MAJAHIDA AICT,Simiyu,Bariadi,Dispensary,-2.83488,33.99275,9869,Very High
121076-4,POLICE,Simiyu,Bariadi,Dispensary,-2.78332,33.99271,13032,Very High
114887-3,SANUNGU,Simiyu,Bariadi,Dispensary,-2.76431,34.02303,8536,High
121859-3,Bariadi Medical,Simiyu,Bariadi,Health Laboratory,-2.80048,33.98706,11444,Very High
122103-5,KANUMBA,Simiyu,Bariadi,Health Laboratory,-2.80831,33.99129,22115,Very High
109705-4,KILULU,Simiyu,Bariadi,Dispensary,-2.85255,34.05811,27028,Very High
106893-1,OLD MASWA,Simiyu,Bariadi,Dispensary,-2.68237,33.9943,15205,Very High
113724-9,SIMIYU,Simiyu,Bariadi,Hospital,-2.72458,33.99038,6114,High
104443-7,MATALE,Simiyu,Bariadi,Dispensary,-2.74411,34.02571,6747,High
101010-7,MADUHU,Simiyu,Bariadi,Dispensary,-2.80901,33.98333,10620,Very High
113102-8,TUMAINI,Simiyu,Bariadi,Health Laboratory,-2.80033,33.98984,1008,Very Low
105897-3,MWANALEGUMA,Simiyu,Bariadi,Dispensary,-2.80237,33.99191,2658,Low
100562-8,BUNAMHALA CHUONI,Simiyu,Bariadi,Dispensary,-2.85696,34.01386,13083,Very High
110372-0,SIMIYU VISION CENTRE & OPTICAL HOUSE,Simiyu,Bariadi,Clinic,-2.80764,33.98415,4191,Moderate
106833-7,NYAUMATA,Simiyu,Bariadi,Dispensary,-2.73737,33.96858,10114,Very High
108819-4,GUDUWE,Simiyu,Bariadi,Dispensary,-2.68351,33.92673,14676,Very High
121591-2,NYANGAKA,Simiyu,Bariadi,Dispensary,-2.78402,33.96432,12173,Very High
100000-9,BUPANDAGILA - SDA,Simiyu,Bariadi,Dispensary,-2.64496,34.01009,12768,Very High
105828-8,MWAKIBUGA,Simiyu,Bariadi,Dispensary,-2.5642,33.98331,13640,Very High
105737-1,MUUNGANO,Simiyu,Bariadi,Health Center,-2.797851,33.991817,2430,Low
121592-0,GISADI,Simiyu,Bariadi,Dispensary,-2.64838,34.02814,9472,Very High
101790-4,IMALILO,Simiyu,Bariadi,Dispensary,-2.85536,33.97102,11616,Very High
100328-4,BARIADI-MAGEREZA,Simiyu,Bariadi,Dispensary,-2.75329,34.0046,6108,High
109673-4,NYANGOKOLWA,Simiyu,Bariadi,Dispensary,-2.74632,34.06121,25754,Very High
102447-0,KASOZIBAKAYA,Kagera,Biharamulo,Dispensary,-2.81081,31.68854,8545,High
108750-1,ST.CLARA,Kagera,Biharamulo,Dispensary,-2.87464,31.40698,10611,Very High
107156-2,RUNAZI,Kagera,Biharamulo,Dispensary,-2.79683,31.43202,12056,Very High
122499-7,MUBABA,Kagera,Biharamulo,Dispensary,-3.28336,31.46191,10587,Very High
100361-5,BIHARAMULO,Kagera,Biharamulo,Hospital,-2.63359,31.31463,7168,High
107132-3,RUGANZU,Kagera,Biharamulo,Dispensary,-3.11129,31.13704,20943,Very High
108548-9,23KJ,Kagera,Biharamulo,Dispensary,-2.63157,31.33744,24245,Very High
107921-9,TUMAINI,Kagera,Biharamulo,Dispensary,-3.03719,31.2224,13760,Very High
109827-6,NYAMBALE,Kagera,Biharamulo,Dispensary,-2.86219,31.24802,12338,Very High
121044-2,BISIBO,Kagera,Biharamulo,Health Center,-2.68617,31.29776,12485,Very High
108547-1,STAMIGOLD BIHARAMULO MINE,Kagera,Biharamulo,Dispensary,-3.20635,31.5419,4115,Moderate
121080-6,KISUMA,Kagera,Biharamulo,Dispensary,-2.80656,31.35844,16634,Very High
107149-7,RUKARAGATA,Kagera,Biharamulo,Health Center,-2.65109,31.30928,14337,Very High
102783-8,KIKOMAKOMA,Kagera,Biharamulo,Dispensary,-2.79507,31.47455,13824,Very High
104500-4,MAVOTA,Kagera,Biharamulo,Dispensary,-3.23903,31.49292,13045,Very High
107619-9,ST. OTTO,Kagera,Biharamulo,Dispensary,-2.66854,31.36311,12147,Very High
104615-0,MBINDI,Kagera,Biharamulo,Dispensary,-2.89426,31.45491,14175,Very High
109807-8,NGARARAMBE,Kagera,Biharamulo,Dispensary,-2.77828,31.00612,30027,Very High
102459-5,KATAHOKA,Kagera,Biharamulo,Dispensary,-2.73532,31.39751,13074,Very High
102242-5,KALENGE,Kagera,Biharamulo,Health Center,-3.15412,31.0654,19699,Very High
120252-2,PLUMTREE,Kagera,Biharamulo,Dispensary,-3.03872,31.12216,8344,High
108604-0,MAGEREZA,Kagera,Biharamulo,Dispensary,-2.63283,31.30494,13155,Very High
113580-5,NEMBA,Kagera,Biharamulo,Health Center,-2.97433,31.37781,30328,Very High
109779-9,KAGOMA,Kagera,Biharamulo,Dispensary,-2.794597,31.581383,13438,Very High
103747-2,LUSAHUNGA,Kagera,Biharamulo,Dispensary,-2.90015,31.2009,24144,Very High
108745-1,MAY DAY,Kagera,Biharamulo,Health Center,-2.63724,31.31327,10720,Very High
106723-0,NYAMIGOGO,Kagera,Biharamulo,Dispensary,-2.78899,31.64557,8277,High
106691-9,NYAMAHANGA,Kagera,Biharamulo,Dispensary,-2.69785,31.3262,9618,Very High
106789-1,NYANTAKARA,Kagera,Biharamulo,Dispensary,-3.19253,31.36317,19522,Very High
106660-4,NYAKANAZI,Kagera,Biharamulo,Health Center,-3.03559,31.20724,13764,Very High
113998-9,RUPENDA,Kagera,Biharamulo,Dispensary,-2.79213,31.4722,21437,Very High
102326-6,KANIHA,Kagera,Biharamulo,Dispensary,-3.28951,31.42389,18209,Very High
106642-2,NYABUSOZI,Kagera,Biharamulo,Health Center,-2.83972,31.45816,12224,Very High
106637-2,NYABUGOMBE,Kagera,Biharamulo,Dispensary,-2.63293,30.9391,9197,Very High
114841-0,BIHARAMULO DISTRICT,Kagera,Biharamulo,Hospital,-2.63338,31.3082,4481,Moderate
106658-8,NYAKAHURA,Kagera,Biharamulo,Health Center,-2.8241,30.97326,9467,Very High
108725-3,MKUNKWA,Kagera,Biharamulo,Dispensary,-3.26183,31.51445,7635,High
106762-8,NYANGALAMILA,Mwanza,Sengerema,Dispensary,-2.41225,32.3661,5323,Moderate
100476-1,BUHINDI,Mwanza,Sengerema,Dispensary,-2.4114,32.18441,1159,Very Low
115159-6,KATWE,Mwanza,Sengerema,Dispensary,-2.41278,32.08883,14049,Very High
103673-0,LUHORONGOMA,Mwanza,Sengerema,Dispensary,-2.48201,32.20217,6265,High
101739-1,ILIGAMBA,Mwanza,Sengerema,Dispensary,-2.34736,32.20482,14592,Very High
102231-8,KALEBEZO,Mwanza,Sengerema,Dispensary,-2.50805,32.3578,12771,Very High
104041-9,MAISOME,Mwanza,Sengerema,Dispensary,-2.315821,32.056446,9898,Very High
103288-7,KOME,Mwanza,Sengerema,Health Center,-2.35778,32.48586,6367,High
102439-7,KASISA,Mwanza,Sengerema,Dispensary,-2.48777,32.51288,9231,Very High
102481-9,KATOMA,Mwanza,Sengerema,Dispensary,-2.56798,32.3708,6002,High
111741-5,KABAGANGA,Mwanza,Sengerema,Dispensary,-2.39144,32.445216,10934,Very High
